timestamp_utc,frame_type,src_mac,dst_mac,bssid,ssid,rssi_dbm,channel,freq_mhz,gps_lat,gps_lon,gps_alt_m,gps_fix,gps_num_sats,gps_hdop,gps_age_ms,src_vendor,frame_len,ie_ids,ie_fingerprint,ie_vendor_ouis,seq_ctl,_match_delta_ms,dst_vendor_pcap,bssid_vendor_pcap,seq_num
2025-12-15 09:58:14+00:00,beacon,20:b0:01:36:65:77,ff:ff:ff:ff:ff:ff,20:b0:01:36:65:77,Liat,-87,6,2437,31.289561166666665,34.81276,349.9,1,10,1.15,858,Technico,256,"1,50,48,45,127,221",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:2d0017ffffff0000000000000000000000000000000000000000;127:0500080000400040;221:0050f204104a0001101044000102103c0001031049000600372a000120,0050f2,40768,80.528975,Broadcast,Technico,2548
2025-12-15 09:58:14+00:00,beacon,20:b0:01:36:65:77,ff:ff:ff:ff:ff:ff,20:b0:01:36:65:77,Liat,-90,6,2437,31.289561166666665,34.81276,349.9,1,10,1.15,858,Technico,256,"1,50,48,45,127,221",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:2d0017ffffff0000000000000000000000000000000000000000;127:0500080000400040;221:0050f204104a0001101044000102103c0001031049000600372a000120,0050f2,40768,80.528975,Broadcast,Technico,2548
2025-12-15 09:58:14+00:00,beacon,20:b0:01:36:65:77,ff:ff:ff:ff:ff:ff,20:b0:01:36:65:77,Liat,-90,6,2437,31.289561166666665,34.81276,349.9,1,10,1.15,859,Technico,256,"1,50,48,45,127,221",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:2d0017ffffff0000000000000000000000000000000000000000;127:0500080000400040;221:0050f204104a0001101044000102103c0001031049000600372a000120,0050f2,40768,80.528975,Broadcast,Technico,2548
2025-12-15 09:58:15+00:00,beacon,b6:a7:b9:05:65:82,ff:ff:ff:ff:ff:ff,b6:a7:b9:05:65:82,,-90,6,2437,31.289561166666665,34.81276,349.9,1,10,1.15,859,,256,"1,50,48,45,127,255,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:ef1917ffff000001000000000000000000000000000000000000;127:0400080000000040;255:23010008120010222002c000418100000c00fafffaff791cc7711cc771;255:24f43f0027fcff,,19408,745.094061,Broadcast,,1213
2025-12-15 09:58:15+00:00,beacon,b6:a7:b9:05:65:83,ff:ff:ff:ff:ff:ff,b6:a7:b9:05:65:83,Noam2,-90,6,2437,31.289561166666665,34.81276,349.9,1,10,1.15,859,,256,"1,50,48,45,127,255,255,221",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:ef1917ffff000001000000000000000000000000000000000000;127:0400080000000040;255:23010008120010222002c00d418108000c00fafffaff791cc7711cc771;255:24f43f0027fcff;221:0050f204,0050f2,19424,747.8070260000001,Broadcast,,1214
2025-12-15 09:58:15+00:00,beacon,00:f8:cc:bd:0e:90,ff:ff:ff:ff:ff:ff,00:f8:cc:bd:0e:90,Simhon,-95,6,2437,31.289561166666665,34.81276,349.9,1,10,1.15,859,,256,"1,50,48,45,127,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040200000fac02000fac088c00;45:ad0917ffffff0000000000000000000000000000000000000000;127:84000882010040c0014020;255:23050018120010202042c00202950000cc00,,5680,765.9709449999999,Broadcast,,355
2025-12-15 09:58:15+00:00,beacon,3a:46:32:52:a7:4e,ff:ff:ff:ff:ff:ff,3a:46:32:52:a7:4e,ה-iPhone של Ron,-46,6,2437,31.289561166666665,34.81276,349.9,1,10,1.15,860,,256,"1,50,48,45,127,255,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:2d001bffff000000000000000000000000000000000000000000;127:0400000000000040;255:230108001a0080202002000d009f08000000f5fff5ff391cc7711c07;255:24,,11648,816.802025,Broadcast,,728
2025-12-15 09:58:15+00:00,beacon,68:47:49:1e:e7:e8,ff:ff:ff:ff:ff:ff,68:47:49:1e:e7:e8,ELRSSID1EE7E8,-92,6,2437,31.289561166666665,34.81276,349.9,1,10,1.15,860,TexasIns,181,"1,50,48,221",1:82848b0c12961824;50:3048606c;48:0100000fac020200000fac04000fac020100000fac020000;221:0050f20101000050f20202000050f2040050f20201000050f202,0050f2,32128,846.599102,Broadcast,TexasIns,2008
2025-12-15 09:58:15+00:00,beacon,b6:a7:b9:05:65:82,ff:ff:ff:ff:ff:ff,b6:a7:b9:05:65:82,,-91,6,2437,31.289561166666665,34.81276,349.9,1,10,1.15,860,,256,"1,50,48,45,127,255,255",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:ef1917ffff000001000000000000000000000000000000000000;127:0400080000000040;255:23010008120010222002c000418100000c00fafffaff791cc7711cc771;255:24f43f0027fcff,,19408,745.094061,Broadcast,,1213
2025-12-15 09:58:15+00:00,beacon,b6:a7:b9:05:65:83,ff:ff:ff:ff:ff:ff,b6:a7:b9:05:65:83,Noam2,-92,6,2437,31.289561166666665,34.81276,349.9,1,10,1.15,860,,256,"1,50,48,45,127,255,255,221",1:82848b962430486c;50:0c121860;48:0100000fac040100000fac040100000fac020c00;45:ef1917ffff000001000000000000000000000000000000000000;127:0400080000000040;255:23010008120010222002c00d418108000c00fafffaff791cc7711cc771;255:24f43f0027fcff;221:0050f204,0050f2,19424,747.8070260000001,Broadcast,,1214
